id,original_text,lang,retweet_count,original_author,sentiment_class
1.24E+18,"Happy Mother’s Day! Let’s thank all the mums for giving you your red hair, whether they’re ginger or not. Power to the recessive ginger gene . #happymothersday #mothersday #redheads #gingers #redhair #redhead #ginger #redhairdontcare pic.twitter.com/XvywN3jqvO",en,0,MoM_Mastering,1
1.24E+18,"My mama don’t like me cos I’m gay so there’s nothing happy about today tbh. That being said, I still love her and try to keep in touch every now and then....can only hope she comes around someday. #MothersDay",en,0,AwesomeKids4,0
1.25E+18,"Happy Mothers day to my amazing inspiring mother! She is my rock, my inspiration and without her I wouldnt be here today I'm so lucky to call her my Mum She does so much for me and has shaped me in to the person I am today I love you always Angela pic.twitter.com/GETZT5Xw8F",en,0,KgosanaTerence,1
1.25E+18,"Happy #MothersDay Dame #MargaretRutherford is pictured where with legendary Actress the delightful Damaris Hayman who was like a daughter. She borrowed one of her capes for her role as white witch Miss Hawthorne when she appeared in the @bbcdoctorwho story ""The Demons"" in 1971. pic.twitter.com/lupMLc3ygh",en,0,wiililsunflower,0
1.25E+18,My mother abandoned me so i wouldn't know! Thank God most give unconditional love! Happy Mothers day to all good mothers! pic.twitter.com/CnddnetonD,en,0,seemegrow,-1
1.25E+18,"It's a seaside ghost-town out there today, I liked it, nice & peaceful. Haven't posted my finished hair so here it is all windswept. Happy mothers day especially to the mums that can't be with their children right… https://www. instagram.com/p/B-CozQ1hFff/ ?igshid=1h714vql97i42 …",en,0,LiveGoodProduct,1
1.24E+18,HAPPY MOTHERS DAY to my beautiful mum and nanna! Thank you for all that you both are and all that you do! I love you both so so much and hope that you both are able to experience all that you desire and deserve… https://www. instagram.com/p/B-CfMmVgqSL/ ?igshid=11dw7ew9h6t4r …,en,0,CindyBearsDen,1
1.25E+18,"It's not about posting Ur mums picture. Are u making her happy #mothersday2020 #MothersDay #MotheringSunday ,appreciate Ur mum if u still have one, we wey no get again know their value #motherless",0.461191029,en,0,0
1.25E+18,"A bit late but Happy Mothers Day to me ma! You might have guessed this is an old picture, I'm the smallest one #lovemema #alzheimersawareness #alzheimerssucks #mothersday https://www. instagram.com/p/B-C9EH4p3UW/ ?igshid=1ctry9gzr8q8n …",en,0,MoM_Mastering,0
1.25E+18,"Happy Mother’s Day to my favourite mother, love from your favourite daughter Love you like I love labradors #MothersDay #mothersday2020 pic.twitter.com/aekhkiaNPw",en,1,FawaShah,0
1.25E+18,Happy Mother’s Day Alison from all at Green Tree Farm Shetlands- we love you and are very grateful for all you do for us- thank you. We hope you enjoyed your day! #mothersday #grateful #happyfamily #extendedfamily https://www. instagram.com/p/B-DNFQEpxki/ ?igshid=139b1p83u4h4j …,en,1,JunkYardBlonde,0
1.25E+18,Happy Mother’s Day to all those awesome mums out there it’s my second one without my mother and doesn’t get easier Thks for the messages take care of your mum you only get one . . . #mothersday #roses #rip … https://www. instagram.com/p/B-Cz1otAImP/ ?igshid=qp6w3iyjzq3m …,en,0,LToddWood,0
1.25E+18,"Happy Mother's day to all moms, expecting moms and daddies that play the demanding roles of moms. We are grateful for all the sacrifices. Thank you #Mothersday #Grateful #ILovemymum https://www. instagram.com/p/B-Ck-X5Jxcv/ ?igshid=d04kwu0w5kap …",en,0,Ryleeduncan9,-1
1.25E+18,TEAM OSCAR Sending so much love to Oscar's do it's mum today happy Mothers day And to Oscar's amazing mummy Abbie Happy Mother's Day enjoy you're day #HappyMothersDay #ProtectTheVulnerable https:// m.facebook.com/story.php?stor y_fbid=500599060618096&id=184787242199281 … pic.twitter.com/RXYReD96uI,en,2,andreaanderegg,0
1.25E+18,Probably my last delivery for a few weeks/months Happy Mother's Day everyone #staysafe #stayhome #mothersday #happymothersday #covıd19 https://www. instagram.com/p/B-DDszvjc9z/ ?igshid=mwjfxanl3vwo …,en,3,kaushiksbhowmik,0
1.25E+18,"I agree with your definition of what a woman is, however there was no need to add anything extra after the Happy Mothers day because only biological women can have babies.",en,0,wwwgalelaurecom,0
1.25E+18,"Happy Mothers Day to my mum Linda obviously not seeing her today due to the virus, but glad she received the flowers and card. Hope you have a lovelu lazy day at home. Happy Mummy's Day to all my mummy friends to kids and animals too #happymothersday #mothersday2020 pic.twitter.com/L4xjuDo6h9",en,0,foolofwizdumb,0
1.25E+18,"Wishing a very happy and strong #MothersDay to all my fellow Mummy's with babies we never got to meet, to hold, or see grow up. We are still valid and we deserve today, too. pic.twitter.com/XXBwTd2Tha",en,0,LiveGoodProduct,0
1.25E+18,I've just wished my mum a happy biological mothers day . I better insist on my sister wishing my dad a happy adoptive fathers day in future. Thanks for the advice.,en,0,AnnieRehDesigns,-1
1.24E+18,"Happy mother’s day to all those amazing mum’s out there, if you can’t be with them today pick up the phone or video chat! Stay safe and smile with your love one’s #Love #MothersDay #staysafe pic.twitter.com/l2L6kP107H",en,0,rubensheffd03,1
1.24E+18,Happy Mothering Sunday (laka Mother’s Day! http:// royalfamilygb.com #MothersDay #mothersday2020 #MotheringSunday #happymothersday #HappyMothersDay2020 #royalfamily @RoyalFamily @KensingtonRoyal @ClarenceHouse pic.twitter.com/PVhFIHWgaG,en,0,vishwas211085,0
1.25E+18,"Happy late mothers day to @shauna_lyndon who is the biggest milf I know but also kinda looks after me like my own mammy , I'm the luckiest girl in the world!!",en,1,Sidda,0
1.25E+18,"Happy Mothers'day to my mother and my Aunt. Two great women. It's just sad that I can't do something for u two. Someday, I'll be able to do all I have in mind for you two. Money is just insulting us. Happy Mothers day once again.",en,0,poemsforfree,0
1.24E+18,"Mothers are magicians! They turn pain into hope, hardship into lessons, and tears into laughter. Happy #MothersDay Mom! pic.twitter.com/IvuK6oLr5c",en,0,craftandbeauty1,-1
1.25E+18,"No filter required. Happy Mothers day ! #mothersday @Livingston, West Lothian https://www. instagram.com/p/B-DBtSxJknP/ ?igshid=1umhr0m03y29a …",en,0,ItsIndiaGift,0
1.25E+18,Went to visit Mum in her garden today taking all the relevant precautions. Warm enough to be outside as the back garden is a bit of a suntrap. A Mothers Day like no other. Mum was looking for a cuddle. We had to stay minimum 2 metres away. Lovely Hamish was happy to oblige pic.twitter.com/SELnGAoPE3,en,0,ItsIndiaGift,0
1.24E+18,"Happy Mother's Day to all Adoptive, Foster and Birth Mothers....you are amazing! #MothersRock #MotheringSunday #MothersDay #MothersDayShoutOut #mothersday2020 #PrayforMothers pic.twitter.com/FHIglyUc8d",en,3,noturmomsgifts,0
1.24E+18,"Happy mothers day , Mumsy. By no means perfect, but you're damn close. See you whenever I can, we'll go out for dinner properly when all this has blown over pic.twitter.com/rmsdfLQg8Q",en,0,LToddWood,1
1.25E+18,@Mariagreene8 Happy Mothers Day to you xxx your like a mammy to us all in @Beaumont_Dublin and we are very lucky to have you xxx https:// twitter.com/rte/status/124 1746109095186432 …,en,0,OutFrontExec,0
1.24E+18,"Happy Mothers Day , it's the first one where my boys haven't seen their Mum for years, when we lived closer our house would be heaving, the Curry Goat, Rice and peas steaming away..... strange turn of events, strange times.",en,0,ohioishome,-1
1.25E+18,"Happy Mothers day from Harvey He's the boy he is because of the Mum you are #MothersDay #Family #Son @Wimborne, Dorset, United Kingdom https://www. instagram.com/p/B-Ck-uiFzx1/ ?igshid=6rnvuxduttk2 …",en,0,faiththruhim,1
1.25E+18,"There are none better. Happy mothers day to my own mummy and my sister. Two of the most amazing, inspiring and wonderful women I know. No one comes close to how brilliant you both are. Mothering has been officially… https://www. instagram.com/p/B-DGZz2HlNs/ ?igshid=191pumzmnvglk …",en,0,LiveGoodProduct,1
1.25E+18,"In UK, it’s #MothersDay -22 Mar Happy MD to all, mums & children as they too experience being part of a mother. It’s to celebrate motherhood or belonging to a mother. Many children don’t have mums, yet they too cherish the thought of the mother who gave them birth #mothersdayuk pic.twitter.com/tfzGDjX9yy", look really confused 🤷‍️ i realize I’m ALWAYS like that!,-0.526786921,0.818176925,0
1.25E+18,Happy belated #MothersDay mum and all mums around - we made this from our separate #isolated nests. @CharlieDore @JulianLittman wrote the perfect song so @Forristalwrites and I sang it from afar. Me mum is an #nhsworkers #NHSheroes https:// twitter.com/ForristalClark e/status/1242027191522725890 …,en,0,JLavenderwrites,1
1.25E+18,"Happy Mothers Day we have half a house, no kitchen, barely a downstairs, resturant we were booked in is closed, so we have had microwave meal lunch, garlic bread on BBQ oven, cupcakes and wine! Its not what we had planned but its been pretty amazing! #grateful #family pic.twitter.com/WPY43ukDK7",en,0,nimazala,0
1.24E+18,Social distancing at all times. Ran past my parents to wish my mother Happy #MothersDay #feelingblessed #mothersday2020 #run #running Ann Simmons xx pic.twitter.com/qiJFHHhrXs,en,0,BibiCareshop,-1
1.25E+18,"Even though it’s not yet Mother’s Day here, wanna day Happy Mother’s Day Mama Ashlen #mothersday #staysafe #blessed #omanation #onlykingsunderstandme . . . Do not forget to subscribe to Omanation Tv.. New post now… https://www. instagram.com/p/B-C5lcqHtwV/ ?igshid=2d0o03nphst8 …",en,0,LToddWood,0
1.25E+18,"Happy Mothers Day to this one, the only Nanny that stepped up to help Lanie grow and develop even with our differences... https://www. instagram.com/p/B-C_BuSHrGYm n2QwFWnXTVJJdsD9gNXd7SDDFQ0/?igshid=shbkx8fjt1n2 …",en,0,KaySeeley1,1
1.24E+18,Happy Mother's Day #lovemymum #mummysgirl #mumanddaughter #mothersday #happymothersday #throwback #instadaily #love https://www. instagram.com/p/B-CcBF5gwiu/ ?igshid=co4qyptnapbn …,en,0,Bobby2Cents,1
1.25E+18,"Happy mothers day to this amazing mum and glue to the Rahman household. You keep us balanced, grounded and happy . We love you to the moon and back! @misswongywoo https://www. instagram.com/p/B-CxXbEpsSIM aKZG45770HzYDVWBWggHaEmR7g0/?igshid=jxwhxm1v6dv0 …",en,0,Dr_KaoYC,0
1.25E+18,"Happy mother's day to the love of my life, the original copy, best and most supportive mother in the world. My perfect match, my superhero. The first person I call in good times and bad. Brilliant, beautiful and so strong. Happy mothers day to My Mummy pic.twitter.com/UjRr82wjSx",en,0,freshslym,0
1.25E+18,"Happy mothers day to all the strong,loving,protective, self sacrificing mother's all over the world. In spite of the pandemicity let's find time celebrate our Mom's.. Remember to take every safety measure given to prevent the spread.. #HappyMothersDay2020",en,2,howarths63,1
1.25E+18,"Happy Mothers Day , Mrs Frith. I love us 6. And the four monkeys you’ve given us! I shouldn’t be surprised at how independent minded, sassy, straight-talking, determined and beautiful they all are coz they get their best bits from you (summer 2019) xx pic.twitter.com/DOtmLYGm5e",en,1,BearsGifts,-1
1.25E+18,Happy mothers day . May we all bask in the joys of motherhood. #happymothersday https://www. instagram.com/p/B-CsHy6JE2c/ ?igshid=1iow412z8i47m …,en,0,Bjdelwill14,0
1.25E+18,"Heidi has made her rainbow in honour of the heroes leaving their families & working hard. It's also for the amazing GPFS staff, especially the wonderful nursery team, who made a lot of mums extremely happy this morning when we saw the mothers day assembly posts @GosforthPark1st pic.twitter.com/iwuf4ti6cV",en,0,sapphirecreates,0
1.24E+18,"Happy Mother’s Day to our special mums and to all our mothers on this very strange Mothering Sunday. We hope you know how much you are loved and appreciated. Please look after yourselves and stay safe - the world needs mothers, especially now. #mothersday #mothers #staysafe pic.twitter.com/CHxJFYOSGY",en,0,FabricFrames,0
1.24E+18,Happy mothers day and if it's your birthday today then DOUBLE WHAMMY! #nameandfame #betterbogscampaign @adiaccess #covid19 pic.twitter.com/S8O9tZu1Wn,en,0,ScentFill,0
1.24E+18,HAPPY MOTHERS DAY We hope all you mums are being spoilt today for the amazing work you do 365 days a year Keep safe during these difficult times Have a great day pic.twitter.com/8GehYG4lJZ,en,0,MommyMeTalk,-1
1.24E+18,Happy Mother’s Day We would like to wish a wonderful Mother’s Day to all those celebrating today. We hope you are all looking after yourselves _________ #MothersDay #MotheringSunday #Love #Grateful #Thankful #Skipton #NorthYorkshire #YorkshireDales #RhubarbSkipton pic.twitter.com/IASYrmMX4i,en,0,AmandasInxs,-1
1.25E+18,"Happy mothers day to my Mum, my Nan, and my fiancee, these three ladies will never ever understand how much I love them, or what exceptional Mothers they truly are pic.twitter.com/pQ8oLP1vTs",en,0,shameamorton,1
1.25E+18,"Not sure we're up to that standard just yet but here.., have a bat-eared rabbit or a wonky-eyed cat! Happy Mothers Day pic.twitter.com/shqEt3bmLN",en,0,DevinSheridan7,0
1.24E+18,"Happy #Mothersday to all the amazing #mums out there. Although you might not be able to be with your loved ones today, you are still in our thoughts! #weare #teamathena7s #rugby #womensrugby #rugbysevens #heroines #police #fire #military #armedforces #paramedic #nurse #doctor pic.twitter.com/Y2p24dyEff",en,0,BalanceBoom,0
1.24E+18,"Our Mother's Day Anthem Funny mummy, @shivphillips77 dedicated her 2019 Final performance to her mother As much as they drive us round the bend, we can't help but love them! Happy #MothersDay to all you mum's out there! pic.twitter.com/6V1DdLEdTj",en,3,Aalooy15,0
1.24E+18,Happy Mothers Day to each and every Mum out there. Stay safe! #socialprescribing #mothersday2020 @juebee19 @GillatVCFA @GeorginaMcNult2 @BuryVCFA @MarkSmitton87 @GrowingTogeth13 @CorrieGardeners @CreativeLivingC @TeamPrestwich @BuryCouncil @burylco pic.twitter.com/2kf7FjJvJR,en,0,andreaanderegg,0
1.24E+18,"#MothersDay since not having mum to stay, have damp dusted entire house with Dettol, may be utterly pointless but it's keeping me busy. Happy mother's day.",en,0,LiveGoodProduct,0
1.25E+18,"To a beautiful and thoughtful Mama,My own dear Sister. May your day be as beautiful to you,as you are to the world . Happy mothers day to my Amazing… https://www. instagram.com/p/B-E2TCdAGnHN ojCK1mpNkP3MzEVuxfjbpNUvk40/?igshid=yrdxjs3dka3c …",en,0,deerayzmusic,-1
1.25E+18,Happy UK Mothers Day to my beautiful Mama lizhogan27 Thank you for everything you do for us. Love and appreciate you to the moon and back xx https://www. instagram.com/p/B-DOVlXncHyc 71rB5PwoPlJxHRp8xodOdhoP7E0/?igshid=1bukm7d6w4sj6 …,en,0,noturmomsgifts,-1
1.25E+18,"Happy mothers day to this nut job. I'm so happy that you're my mum even when I say I'm not I love so much, thank you for putting up with me #mothersday #loveyou #bestmum @Belfast https://www. instagram.com/p/B-DEscIJzZ6y mlfv1ig9xaU_28HaPQIu8S8BRA0/?igshid=1bl70256c4lxz …",0.853197833,en,0,0
1.25E+18,"Happy Mother’s Day from Bosworth Court! Visit our Facebook page to see cards, cakes and more celebrations for our resident mothers! #MothersDay https://www. facebook.com/11563243988347 9/posts/192048558908533/?d=n …",en,0,LToddWood,0
1.25E+18,Happy Mothers Day I know its hard to stay apart on a day we would normally celebrate together but its for the greater good. I haven’t seen my daughter or mom today but they know I love them and I know they’re safe and happy #bigpicture #COVID19 #MothersDay2020 #itsjustaday,en,0,buckeyegirl25,-1
1.25E+18,Happy #MOTHERS Day to Zayn Malik's Selena's Ariana's and Harry's whole family members and to all @zaynmalik @inZAYN @ArianaGrande @selenagomez @Harry_Styles,en,0,HerHistoryatYC,0
1.25E+18,"HAPPY MOTHERING SUNDAY to all the girls and women who foster, adopt & volunteer, & those who care, look after, nurse, nurture and ‘mother’ parents, siblings, friends, colleagues & neighbours. #MotheringSunday #MothersDay #Nurses #Nursing #Care #Carers #Teachers #Doctors #Writers",en,0,kritimakhija,1
1.25E+18,"Times like this make me sooo happy for my family! Having a nice civilised game of scramble, I simply ask my mum “are you going to hurry up and take your turn” she replied “are you going to hurry up and shut the fuck up ” HAPPY MOTHERS DAY BITCHESSSS xxxxx",en,0,WChadCochran,0
1.25E+18,"#MothersDay Happy Mother’s Day to this Tetbury born delight and all my favourite UK mums! @AilsaMorrison1 @cosmic1805 & Kim, Sally, Katie &Jayne. Xx pic.twitter.com/tY4vZJqtd3",en,0,LToddWood,0
1.25E+18,"Happy Mother's Day from all of us at Duale, Ovia & Alex-Adedipe. #HappyMothersDay #MothersDay2020 #MothersDay #DOAWomen #MothersLove pic.twitter.com/A2iZzc5DnK",en,1,lindab142,-1
1.25E+18,"Happy Mothers' Day ! Our hearts, love, and prayers to mothers all over the world and those; @boglighthouse in particular. May the Lord reward your labours over your children. #boglighthouse #HappyMothersDay2020 #HappyMothersDay",en,0,leah_shira,1
1.25E+18,كل عام وجميع أمهات العالم بخير Happy Mother's day . #يوم_الام #عيد_الام #أمي #يوم #الام #يوم_الام_العالمي #امي #جنتي #سعادتي #ماما #الأم #يوم_الأم #عيد_الأم #mothersday #happymothersday #motherday #mom #mommy #happymom #motherhood #al_graphy #media #graphic pic.twitter.com/gYI9vrtPwc,en,2,NYUEmpathy,0
1.24E+18,"#CoronavirusOutbreak #CancelLabourLeaderElection #StayHomeSaveLives #lockdownUKnow #covid19uk #ToryShambles #BorisJohnsonShouldNotBePM #BorisResign On a happier note, happy mothers day to all the amazing mothers out there.",en,0,lotteroach,0
1.25E+18,Happy mothers day to my drag moms... @RockMSakura @the_ari_gato And @FeverScarler I haven't done much that I can show you guys yet but trust its coming. Thanks for being awesome!,en,0,Dodgers_jedicid,1
1.25E+18,Happy Mother’s Day to best ever mum don’t care who says that to their mum too coz doesn’t matter coz mine is the best and that’s that. #mumbiskittselfie #bestselfie #onlyselfie #mothersday #hugs #love … https://www. instagram.com/p/B-CsyVyjVjs/ ?igshid=p1x7inmfsedh …,en,0,eBooksHabit,-1
1.24E+18,This is so pure and adorable Happy Birthday Bear and Happy Mothers’ Day to all the beautiful mothers/women out there who make us feel loved and appreciated in everything we do xx,en,0,GotMommyBrain,-1
1.25E+18,I’m SO glad it made you smile! I’m so bummed I missed it but I needed it too! Even if just virtual! Happy Mothers Day & Happy Birthday!!! Hang in there! Sending love & good thoughts! I hope you & the kids can still get a little nature isolation out there! Hugs friend!,en,0,BeautySkinYourN,-1
1.25E+18,Happy Mothers Day ! We hope you are all enjoying this special day whether you are with your loved ones or spreading the love from afar!!! Keep smiling everyone! @alexandrajaneuk @theflowershedoxford #mothersday2020 #mums #nans #spreadthelove #loveatlaunton #tythebarnlaunton pic.twitter.com/GimCwTeiN3,en,0,IAmSparta2010,0
1.25E+18,"ANDICARS WISHES YOU A HAPPY MOTHERS DAY ! It might be the most unusual Mothers Day yet, but we still hope you're sharing the love! Tag your loved ones in the comments below and let them know you're thinking of them! #Havant #MothersDay #SafeLove pic.twitter.com/pKlEKJ484H", The Best Kids' Gardening Tools For Your Little Fa..,-0.466635316,0.234405564,0
1.24E+18,The fact fathers day is trending on mothers day is rank equally as rank as when mothers day does on fathers day..loads of people chatting shit..let the lasses have tha day man.. happy mothers day to all the belta mas out there and all the belta mas that aren't with us any longer,en,24,swisstoons,0
1.25E+18,"Well I could have wished "" happy mothers day "" to a group but not everyone is a mother. Don't know why people always have to get upset for no reason.",en,1,briannababbles,-1
1.24E+18,"Happy Mother's Day to all of you superheroes out there, we'd love it if you came to celebrate with us #ShikumenLuxe #MothersDay pic.twitter.com/08nmB9Yfwl",en,1,andreaanderegg,-1
1.25E+18,Happy mothers day to all the beautiful mothers and awaiting mothers... you deserve happiness a day overwhelming joy. This is from me and all my teammates at @dannaz_fc . Wish a lady / woman / mother / grandmother a happy mothers day under this thread. I'll start pic.twitter.com/2CxtG0ULBa,en,0,blesjuel2,1
1.25E+18,"Happy mother's day to all the beautiful mammys out their, and a happy heavenly mothers day to all the beautiful angels god has, gone but never forgotten beautiful pictures of u and ure beautiful mammy Derek x",en,0,PKellenbarger18,0
1.25E+18,To all the mothers who has made our success possible in the Travel & Tourism Industry. We celebrate.. HAPPY MOTHERS' DAY .. #NantaLagos #NANTACelebrateMothers #HappyMothersDay #Happy #WomenInAviation … https://www. instagram.com/p/B-C8y5vl_2H/ ?igshid=ebng8jlbrayh …,en,0,MoM_Mastering,0
1.24E+18,Happy Mothers Day to one of our Official Partner mercyalexanderempire of dgallerytv We @Missliberty_ng celebrate you ma'am From the desk of *TINADELS* ©MLN2020 @Lekki Phase 1 https://www. instagram.com/p/B-CSEfrFGEn/ ?igshid=15p781w48v2ri …,en,0,frankiemanes,0
1.25E+18,Happy mothers day to this incredible lady i am honoured to call my mum. Shes my absolute rock and is always there for me n my family 24 7 @leegogglebox pic.twitter.com/qu82HcOPYs,en,0,VitisiaVita,-1
1.25E+18,"Wishing @smith_lynne , and all the other Mother's in the UK, a very Happy Mother’s Day, from across the pond. xxxx #MothersDay #MattSmith #AmazingPeople pic.twitter.com/jq3jSZixgf",en,0,PostpartumW,1
1.25E+18,Your a natural mother. Our son loves you so much. Weylyn and I would be lost without you. Happy Mothers Day Kels x . #mother @County Donegal https://www. instagram.com/p/B-CtgkxDBWZ/ ?igshid=1m25q5wpzdgfe …,en,0,gigglespacegs,-1
1.25E+18,"Happy #MothersDay to the incredible women in these photos, we wouldn't be here with out you. We know this day can be tough for some, sending all of our love and thoughts your way #MothersDay pic.twitter.com/AvioiLM6wc",en,0,meer_emma,0
1.25E+18,"Happy mothers day to all ,patients @ward_rutland enjoyed a spot of gardening planting some summer bulbs so important to look after there psychological well being while they are distanced from loved ones@LPTHWB @LPTpatientexp @CHSInpatientLPT @EmmaStarsmore @AngelaHillery pic.twitter.com/vZC2DIndYh",en,0,LASoldierofKY,1
1.24E+18,Happy Mother’s Day! You can win family passes to our museum! We are asking children to send us their cards & art you've made to celebrate how great your mum is & we'll post it on our social media! Send photos to gpowh1916@gmail.com #HappyMothersDay2020 #DublinTown #Mothersday pic.twitter.com/RsWYMOuhLU,en,0,myhappyjiffy,1
1.24E+18,Happy Mother's Day to you all! We have had pancakes and have done some Mothers Day craft this morning. Such a hard time for everyone. Hope you are all keeping safe. @Little Town - Tref Fach Limited Trading as… https://www. instagram.com/p/B-CShdYndfw/ ?igshid=1b1jxvnu4908q …,en,0,andreaanderegg,-1
1.24E+18,"Happy Mothers day to the most special mum's in our life. Mum, Granny and my sisters Best family #mothersday #simplythebest https://www. instagram.com/p/B-CcOKzjEuo2 PB4MR0Pc0h-UQ2NODEL28u9ejc0/?igshid=99n4o1izmvlt …",en,0,LiveGoodProduct,0
1.25E+18,"Mothers are like glue. Even when you can’t see them, they’re still holding the family together Happy mother's day #MothersDay #COVIDー19 #SundayService #SundayMorning #QuaratineLife #fliptheswitchchallenge #FriendZone #like4like pic.twitter.com/m8czoVeI76",en,0,tinaghenry,1
1.25E+18,"Wishing a very Happy Mother's Day to those celebrating today. Linda is mum to Michael, a customer at one of our learning disability services. Read her Look Ahead story here: https://www. lookahead.org.uk/for-our-custom ers/for-families-and-carers/lindas-story/ … #MothersDay #LearningDisabilities",en,0,thelisasugarman,1
1.24E+18,Big up all the mums out there supporting there familys.. Happy mothers day ! Stay safe ppl and appreciate your loved ones while they are here!! #RIPJane https:// youtu.be/7bFpKQcgsts,en,0,WorryFreeBaby1,0
1.25E+18,"HAPPY MOTHERS DAY CHESTERFIELD! It might be a different Mothers Day to most, but we still want to share the love! Tag your Mother in the comments below and let her know you're thinking of her! #MothersDay #Chesterfield #ShareTheLove pic.twitter.com/dJiuSoWVYe",en,0,CindyBearsDen,0
1.24E+18,"Happy Mother's Luisa Garcia aka my mother And not forgetting my sisters Yanela and Deborah Garcia who are fantastic mother's, and of course my eldest niece & original natural disaster Oriana Garcia who is also a mother “The Family is one of Nature’s Masterpieces.” #MothersDay pic.twitter.com/PIU79OYALP",en,3,MillieMinet,0
1.25E+18,"To the could be mums, the should be mums, the angels in heaven mums. The step mums, the foster mums, the everything in between mums, Happy Mothers Day #MotheringSunday #MothersDay pic.twitter.com/B3vSMCi9x8",en,0,BNewJewelry,-1
1.25E+18,"Happy Mother's Day to all mums, mums to be, not biological mums... We adore you and treasure you • • • #happymothersday #mothersdayuk #mothersday #wedding #weddingphotographer #londonweddingphotographer … https://www. instagram.com/p/B-DKRS8l5sn/ ?igshid=fal4v4imz5jc …",en,0,AddisMMS,0
1.25E+18,"Happy Mother’s Day to my absolute legend of a mum dormanpat. We unfortunately have to be miles apart right now, but we’re always together!Love you mum #sdormanfitness #mothersday #mum #mom #legend #bestfriend … https://www. instagram.com/p/B-CmzUohrs_/ ?igshid=1micmn5dy2xfy …",en,0,TheBookTweeters,0
1.25E+18,Technerd Digital Solutions wishes every Mum out there a very Happy Mother's Day https:// technerdsng.com #mothersday #technerdsng #seo #onlinemarketing #ad #socialmediamarketing #lagos #nigeria pic.twitter.com/0hq4nnmC9g,en,0,KarlaReed52,1
1.24E+18,Happy mothers day to all Aston Villa women around the world.teach the children how to use the sanitizers well and stay safe. Very soon the earth will be healed .utv pic.twitter.com/i6lm2fwdRA,en,0,bklyn_gal63,0
1.25E+18,"Big love to Carmel Lynch, Martha Peat and the late and legendary Teresa Dermody for putting up with all of our shit over the years and still finding in their hearts to show us nothing but love. Happy mothers day !! Xxx pic.twitter.com/JptVGyBX0m",en,0,inspiredbyckc,-1
1.25E+18,"Mothers, from feeding and clothing us, to loving us in the tough times, to helping us succeed in our goals– we owe it all to you! Happy Mother's Day! #OlivoraNG #MothersDay #MothersDay2020 #Love #Sunday pic.twitter.com/oV1xnQTgsi",en,0,strutbtq,1
1.25E+18,From all of us at Noble FM we say happy mother's day to all Nigerian mothers. #mothersday #radiohead #ibadan https://www. instagram.com/p/B-CgxDJjeZx/ ?igshid=1dj88vv780ax5 …,en,0,MagarMuch2,0
1.24E+18,"Happy Mother’s Day to the commander-in-chief! Each day you are an inspiration and we are very lucky to have you. Love you superstar! #mothersday #familyrock @Wimbledon, United Kingdom https://www. instagram.com/p/B-CT8IlggxGe 5rmAYJqv_i3iJwX4gsGgLTIFjU0/?igshid=1h1jwwdw25kjn …",en,0,PrettyMiniMeUS,1
1.25E+18,"To the women in SPN. We might not be family by blood, but I still wish you a happy mothers day for all the guidance I took from you that helped me get through the hardest times in my life. You bring me so much light. My heart wouldn't have mended without you.",en,0,LToddWood,1
1.24E+18,Happy Mother's Day to me and all other amazing mothers. #MothersDay #MummyNathaniel #MySonshine #LittleIsMuchWhenGodIsInIt pic.twitter.com/9OFDKQY6y2,en,1,dianesdangles,0
1.25E+18,Happy MothersDay whether together or apart - some photos of mine & my wonderful siblings xx #happymemories #HappyMothersDay xx https://www. instagram.com/p/B-CxZr2gTB_/ ?igshid=193lhqxs4u1nl …,en,0,LiveGoodProduct,1
1.25E+18,Backed my last child 8 years ago but still enjoyed the feeling of backing my niece Kk. Happy mothers day to all mums and all mums to be. #staysafe #thistooshallpass @Lagos Island https://www. instagram.com/p/B-UhzquH1CY/ ?igshid=1ahfpiqnponfq …,en,0,ItsIndiaGift,0
1.24E+18,"Happy #MothersDay ! We hope you're spending as lovely a Sunday with your mum as Britten is pictured here in 1919 with his mother, Edith, on the beach! pic.twitter.com/Exo93L1rso",en,0,LToddWood,1
1.25E+18,"Happy mothers day , love and and miss you always https:// music.amazon.co.uk/albums/B001N7H ZSY?trackAsin=B001N7EHV2&ref=dm_sh_rWgoVIS09c95T0bajALZnJr4j …",en,0,ElegantEarCuffs,0
1.24E+18,"loool. Got a text saying ""Your mum's upset you haven't wished her happy mothers day "" okay. I was asleep sorry everything isn't on your time line.",en,0,atlantajen,0
1.25E+18,"Happy mothers day to all the mums, without you all we wouldnt be. #mothersday #love #cutebaby #cute #frenchiesofinstagram #frenchtonsofinstagram #frenchbulldog #puppiesofinstagram https://www. instagram.com/p/B-BrIJ-pzlV/ ?igshid=18r0g4rrk3he0 …",en,0,PunkLit,1
1.25E+18,Nigerian Male Crossdresser Bobrisky Wishes Herself A Happy Mothers Day And Nigerians React https:// ifychuksblog.com/nigerian-male- crossdresser-bobrisky-wishes-herself-a-happy-mothers-day-and-nigerians-react/ … via @ifychuksblog,en,0,LiveGoodProduct,-1
1.25E+18,Happy Mother’s Day to all the mums! #halesowenchiro #chiropractic #mothersday #staysafe #westandtogether #beyourbest https://www. instagram.com/p/B-C4u8ugXqJ/ ?igshid=1uj00whahtjne …,en,0,StarryMag,0
